Player,Pos,Age,Tm,G,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G,Season
Joe Johnson\johnsjo02,SG,28,ATL,76,0.369,0.488,0.505,0.818,4.6,4.9,1.1,0.1,1.9,21.3,09~10
Othyus Jeffers\jeffeot01,SG,24,UTA,14,,0.414,0.414,0.684,1.4,0.1,0.3,0,0.4,2.6,09~10
Royal Ivey\iveyro01,SG,28,TOT,44,0.4,0.438,0.506,0.75,0.8,0.6,0.4,0,0.3,2.1,09~10
Larry Hughes\hughela01,SG,31,TOT,45,0.309,0.381,0.411,0.832,3.2,3,1.2,0.3,1.7,9.1,09~10
Kirk Hinrich\hinriki01,SG,29,CHI,74,0.371,0.431,0.478,0.752,3.5,4.5,1.1,0.3,1.5,10.9,09~10
Gerald Henderson\hendege02,SG,22,CHA,43,0.211,0.388,0.375,0.745,1.3,0.3,0.2,0.2,0.3,2.6,09~10
Luther Head\headlu01,SG,27,IND,47,0.352,0.481,0.497,0.828,1.7,1.5,0.4,0.2,1.1,7.6,09~10
James Harden\hardeja01,SG,20,OKC,76,0.375,0.424,0.484,0.808,3.2,1.8,1.1,0.3,1.4,9.9,09~10
Richard Hamilton\hamilri01,SG,31,DET,46,0.297,0.435,0.437,0.846,2.7,4.4,0.7,0.1,2.5,18.1,09~10
Malik Hairston\hairsma01,SG,22,SAS,47,0.182,0.585,0.539,0.567,1,0.3,0.1,0.2,0.2,2.1,09~10
Willie Green\greenwi01,SG,28,PHI,73,0.346,0.494,0.5,0.833,1.8,2.1,0.4,0.2,0.9,8.7,09~10
Danny Green\greenda02,SG,22,CLE,20,0.273,0.529,0.462,0.667,0.9,0.3,0.3,0.2,0.3,2,09~10
Stephen Graham\grahast01,SG,27,CHA,70,0.32,0.542,0.529,0.646,1.9,0.3,0.3,0.1,0.5,4.2,09~10
Eric Gordon\gordoer01,SG,21,LAC,62,0.371,0.503,0.525,0.742,2.6,3,1.1,0.2,2.3,16.9,09~10
Ben Gordon\gordobe01,SG,26,DET,62,0.321,0.465,0.47,0.861,1.9,2.7,0.8,0.1,1.9,13.8,09~10
Manu Ginobili\ginobma01,SG,32,SAS,75,0.377,0.481,0.514,0.87,3.8,4.9,1.4,0.3,2.1,16.5,09~10
Alonzo Gee\geeal01,SG,22,WAS,11,0.778,0.42,0.534,0.621,3,0.6,0.6,0.1,0.9,7.4,09~10
Francisco Garcia\garcifr01,SG,28,SAC,25,0.39,0.504,0.531,0.882,2.6,1.8,0.4,0.8,0.8,8.1,09~10
Rudy Fernandez\fernaru01,SG,24,POR,62,0.368,0.395,0.494,0.867,2.6,2,1,0.2,1.2,8.1,09~10
Tyreke Evans\evansty01,SG,20,SAC,72,0.255,0.485,0.473,0.748,5.3,5.8,1.5,0.4,3,20.1,09~10
Monta Ellis\ellismo01,SG,24,GSW,64,0.338,0.47,0.476,0.753,4,5.3,2.2,0.4,3.8,25.5,09~10
Wayne Ellington\ellinwa01,SG,22,MIN,76,0.395,0.441,0.496,0.871,2.1,1,0.3,0.1,1,6.6,09~10
Yakhouba Diawara\diawaya01,SG,27,MIA,6,0.167,0.25,0.25,,0.7,0.5,0.2,0,0.5,0.8,09~10
DeMar DeRozan\derozde01,SG,20,TOR,77,0.25,0.506,0.502,0.763,2.9,0.7,0.6,0.2,0.8,8.6,09~10
Jamal Crawford\crawfja01,SG,29,ATL,79,0.382,0.491,0.523,0.857,2.5,3,0.8,0.2,1.7,18,09~10
Daequan Cook\cookda02,SG,22,MIA,45,0.317,0.323,0.399,0.84,1.8,1,0.3,0.2,0.5,5,09~10
Mardy Collins\collima01,SG,25,LAC,43,0.235,0.387,0.383,0.619,1.2,1,0.5,0,0.7,2.6,09~10
Wilson Chandler\chandwi01,SG,22,NYK,65,0.267,0.524,0.502,0.806,5.4,2.1,0.7,0.8,1.7,15.3,09~10
Vince Carter\cartevi01,SG,33,ORL,75,0.367,0.456,0.486,0.84,3.9,3.1,0.7,0.2,1.4,16.6,09~10
Matt Carroll\carroma01,SG,29,DAL,25,0.211,0.452,0.4,1,0.5,0.2,0.2,0,0.3,1.8,09~10
Rodney Carney\carnero01,SG,25,PHI,68,0.304,0.49,0.473,0.825,2,0.5,0.4,0.3,0.3,4.7,09~10
Kobe Bryant\bryanko01,SG,31,LAL,73,0.329,0.487,0.488,0.811,5.4,5,1.5,0.3,3.2,27,09~10
Shannon Brown\brownsh01,SG,24,LAL,82,0.328,0.474,0.48,0.818,2.2,1.3,0.7,0.4,0.8,8.1,09~10
Devin Brown\brownde02,SG,31,TOT,50,0.354,0.396,0.457,0.802,2.5,1.3,0.7,0.1,1.2,8,09~10
Ronnie Brewer\brewero02,SG,24,TOT,58,0.258,0.505,0.497,0.639,3.2,2.7,1.6,0.3,0.9,8.8,09~10
Corey Brewer\breweco01,SG,23,MIN,82,0.346,0.459,0.474,0.648,3.4,2.4,1.4,0.4,2,13,09~10
Raja Bell\bellra01,SG,33,TOT,6,0.444,0.471,0.557,1,3.8,2.2,0.7,0.3,0.8,11.8,09~10
Charlie Bell\bellch01,SG,30,MIL,71,0.365,0.395,0.464,0.716,1.9,1.5,0.5,0.2,0.8,6.5,09~10
Marco Belinelli\belinma01,SG,23,TOR,66,0.38,0.425,0.485,0.835,1.4,1.3,0.6,0.1,0.9,7.1,09~10
Jerryd Bayless\bayleje01,SG,21,POR,74,0.315,0.437,0.444,0.831,1.6,2.3,0.4,0.1,1.3,8.5,09~10
Shane Battier\battish01,SG,31,HOU,67,0.362,0.458,0.511,0.726,4.7,2.4,0.8,1.1,1,8,09~10
Tony Allen\allento01,SG,28,BOS,54,0,0.52,0.51,0.605,2.7,1.3,1.1,0.4,1.2,6.1,09~10
Ray Allen*\allenra02,SG,34,BOS,80,0.363,0.556,0.551,0.913,3.2,2.6,0.8,0.3,1.6,16.3,09~10
Arron Afflalo\afflaar01,SG,24,DEN,82,0.434,0.488,0.557,0.735,3.1,1.7,0.6,0.4,0.9,8.8,09~10
Nick Young\youngni01,SG,25,WAS,64,0.387,0.462,0.497,0.816,2.7,1.2,0.7,0.3,1.4,17.4,10~11
Antoine Wright\wrighan01,SG,26,SAC,7,0,0.25,0.125,,0.4,0,0.1,0,0.1,0.3,10~11
Terrence Williams\willite01,SG,23,TOT,21,0.273,0.398,0.4,0.667,2.4,1.8,0.4,0,1.6,5,10~11
Lou Williams\willilo02,SG,24,PHI,75,0.348,0.434,0.462,0.823,2,3.4,0.6,0.2,1.4,13.7,10~11
Mario West\westma02,SG,26,NJN,6,0.25,0.471,0.452,0.6,1.8,1.7,1.2,0,0.3,3.7,10~11
Kyle Weaver\weaveky01,SG,24,UTA,5,0.429,0.333,0.42,0.875,2,1.4,0.4,0.4,1.4,5.6,10~11
Henry Walker\walkebi01,SG,23,NYK,61,0.386,0.542,0.566,0.705,2,0.6,0.3,0.1,0.6,4.9,10~11
Von Wafer\wafervo01,SG,25,BOS,58,0.269,0.533,0.478,0.842,0.8,0.6,0.3,0.1,0.3,3.2,10~11
Dwyane Wade\wadedw01,SG,29,MIA,76,0.306,0.534,0.523,0.758,6.4,4.6,1.5,1.1,3.1,25.5,10~11
Sasha Vujacic\vujacsa01,SG,26,TOT,67,0.37,0.426,0.483,0.844,2.8,2,0.8,0.1,1,9.8,10~11
Greivis Vasquez\vasqugr01,SG,24,MEM,70,0.291,0.476,0.461,0.773,1,2.2,0.3,0.1,1,3.6,10~11
Evan Turner\turneev01,SG,22,PHI,78,0.318,0.435,0.439,0.808,3.9,2,0.6,0.2,1,7.2,10~11
Marcus Thornton\thornma01,SG,23,TOT,73,0.367,0.462,0.488,0.788,3.5,1.8,0.9,0.1,1.3,12.8,10~11
Jason Terry\terryja01,SG,33,DAL,82,0.362,0.493,0.509,0.85,1.9,4.1,1.1,0.2,2,15.8,10~11
Jermaine Taylor\tayloje02,SG,24,TOT,34,0.311,0.53,0.515,0.75,1.8,0.9,0.4,0.1,1.4,6.6,10~11
DeShawn Stevenson\stevede01,SG,29,DAL,72,0.378,0.42,0.53,0.767,1.5,1.1,0.3,0.1,0.6,5.3,10~11
Lance Stephenson\stephla01,SG,20,IND,12,0,0.382,0.333,0.786,1.5,1.8,0.3,0,1.3,3.1,10~11
Jerry Stackhouse\stackje01,SG,36,MIA,7,0.25,0.25,0.292,0.714,1,0.4,0,0.3,0.3,1.7,10~11
Thabo Sefolosha\sefolth01,SG,26,OKC,79,0.275,0.558,0.514,0.747,4.4,1.4,1.2,0.5,0.7,5.1,10~11
John Salmons\salmojo01,SG,31,MIL,73,0.379,0.427,0.462,0.813,3.6,3.5,1,0.4,1.9,14,10~11
Brandon Rush\rushbr01,SG,25,IND,67,0.417,0.425,0.512,0.755,3.2,0.9,0.6,0.5,1,9.1,10~11
Brandon Roy\roybr01,SG,26,POR,47,0.333,0.418,0.436,0.848,2.6,2.7,0.8,0.3,1.2,12.2,10~11
Jason Richardson\richaja01,SG,30,TOT,80,0.395,0.49,0.536,0.73,4.1,1.8,1.2,0.2,1.2,15.6,10~11
J.J. Redick\redicjj01,SG,26,ORL,59,0.397,0.482,0.538,0.875,1.9,1.7,0.5,0.1,0.9,10.1,10~11
Michael Redd\reddmi01,SG,31,MIL,10,0.235,0.5,0.444,1,0.8,1.2,0.2,0.1,0.4,4.4,10~11
Andy Rautins\rautian01,SG,24,NYK,5,0.25,0.667,0.5,0.5,0.2,0.6,0.2,0,1.4,1.6,10~11
Ronnie Price\pricero01,SG,27,UTA,59,0.29,0.383,0.4,0.744,1,0.9,0.7,0.1,0.9,3.3,10~11
Morris Peterson\petermo01,SG,33,OKC,4,0,0.5,0.4,,0.8,0.3,0,0,0,1,10~11
Gary Neal\nealga01,SG,26,SAS,80,0.419,0.481,0.553,0.808,2.5,1.2,0.3,0.1,1,9.8,10~11
Anthony Morrow\morroan01,SG,25,NJN,58,0.423,0.469,0.539,0.897,3,1.2,0.3,0.1,0.9,13.2,10~11
Mike Miller\millemi01,SG,30,MIA,41,0.364,0.452,0.507,0.676,4.5,1.2,0.5,0,1,5.6,10~11
Jodie Meeks\meeksjo01,SG,23,PHI,74,0.397,0.468,0.546,0.894,2.3,1.1,0.9,0.1,0.8,10.5,10~11
Tracy McGrady*\mcgratr01,SG,31,DET,72,0.341,0.462,0.471,0.698,3.5,3.5,0.9,0.5,1.4,8,10~11
O.J. Mayo\mayooj01,SG,23,MEM,71,0.364,0.431,0.471,0.756,2.4,2,1,0.4,1.4,11.3,10~11
Wesley Matthews\matthwe02,SG,24,POR,82,0.407,0.476,0.528,0.844,3.1,2,1.2,0.1,1.7,15.9,10~11
Roger Mason\masonro01,SG,30,NYK,26,0.364,0.303,0.442,0.7,1.7,0.8,0.2,0.1,0.2,2.9,10~11
Kevin Martin\martike02,SG,27,HOU,80,0.383,0.467,0.506,0.888,3.2,2.5,1,0.2,2.3,23.5,10~11
Courtney Lee\leeco01,SG,25,HOU,81,0.408,0.453,0.501,0.792,2.6,1.2,0.7,0.2,0.8,8.3,10~11
Kyle Korver\korveky01,SG,29,CHI,82,0.415,0.455,0.542,0.885,1.8,1.5,0.4,0.2,0.7,8.3,10~11
Dominique Jones\jonesdo02,SG,22,DAL,18,0,0.341,0.311,0.824,1.4,1.1,0.3,0.2,0.6,2.3,10~11
Dahntay Jones\jonesda02,SG,30,IND,45,0.359,0.491,0.5,0.767,1.4,0.7,0.4,0.2,0.7,6.3,10~11
Wesley Johnson\johnswe01,SG,23,MIN,79,0.356,0.427,0.473,0.696,3,1.9,0.7,0.7,1.2,9,10~11
Trey Johnson\johnstr01,SG,26,TOT,8,0.333,0.367,0.379,0.9,0.9,1.4,0.1,0.1,0.6,4.3,10~11
Joe Johnson\johnsjo02,SG,29,ATL,72,0.297,0.494,0.481,0.802,4,4.7,0.7,0.1,2,18.2,10~11
Othyus Jeffers\jeffeot01,SG,25,TOT,17,0.25,0.492,0.485,0.652,3.9,1.2,1,0,0.8,5.5,10~11
Stephen Jackson\jacksst02,SG,32,CHA,67,0.337,0.449,0.468,0.816,4.5,3.6,1.2,0.4,3.1,18.5,10~11
Royal Ivey\iveyro01,SG,29,OKC,25,0.438,0.409,0.513,1,0.6,0.3,0.2,0,0.2,1.6,10~11
Eddie House\houseed01,SG,32,MIA,56,0.389,0.411,0.505,0.95,1.6,1.1,0.6,0.1,0.5,6.5,10~11
Xavier Henry\henryxa01,SG,19,MEM,38,0.118,0.441,0.413,0.635,1,0.5,0.3,0.1,0.3,4.3,10~11
Gerald Henderson\hendege02,SG,23,CHA,68,0.194,0.472,0.461,0.785,3,1.5,0.7,0.5,0.9,9.6,10~11
Manny Harris\harrima01,SG,21,CLE,54,0.37,0.376,0.433,0.763,2.6,1.6,0.6,0.1,1.2,5.9,10~11
James Harden\hardeja01,SG,21,OKC,82,0.349,0.514,0.518,0.843,3.1,2.1,1.1,0.3,1.3,12.2,10~11
Richard Hamilton\hamilri01,SG,32,DET,55,0.382,0.442,0.47,0.849,2.3,3.1,0.7,0.1,1.6,14.1,10~11
Orien Greene\greenor01,SG,28,NJN,3,,0.5,0.5,0.5,0,0.3,0.3,0,0,1,10~11
Willie Green\greenwi01,SG,29,NOH,77,0.348,0.476,0.488,0.78,2.1,1,0.5,0.2,0.9,8.7,10~11
Danny Green\greenda02,SG,23,SAS,8,0.368,0.625,0.586,,1.9,0.3,0.3,0.1,0.6,5.1,10~11
Stephen Graham\grahast01,SG,28,NJN,59,0.238,0.425,0.418,0.816,2.1,0.7,0.2,0,0.6,3.4,10~11
Eric Gordon\gordoer01,SG,22,LAC,56,0.364,0.488,0.506,0.825,2.9,4.4,1.3,0.3,2.7,22.3,10~11
Ben Gordon\gordobe01,SG,27,DET,82,0.402,0.46,0.51,0.85,2.4,2.1,0.6,0.2,1.7,11.2,10~11
Manu Ginobili\ginobma01,SG,33,SAS,80,0.349,0.497,0.509,0.871,3.7,4.9,1.5,0.4,2.2,17.4,10~11
Daniel Gibson\gibsoda01,SG,24,CLE,67,0.403,0.398,0.489,0.822,2.6,3,0.7,0.3,1.2,11.6,10~11
Paul George\georgpa01,SG,20,IND,61,0.297,0.537,0.505,0.762,3.7,1.1,1,0.4,1.1,7.8,10~11
Alonzo Gee\geeal01,SG,23,TOT,56,0.333,0.488,0.491,0.783,3.3,0.7,0.7,0.3,1,5.9,10~11
Randy Foye\foyera01,SG,27,LAC,63,0.327,0.43,0.455,0.893,1.6,2.7,0.7,0.3,1.5,9.8,10~11
Landry Fields\fieldla01,SG,22,NYK,82,0.393,0.556,0.568,0.769,6.4,1.9,1,0.2,1.3,9.7,10~11
Rudy Fernandez\fernaru01,SG,25,POR,78,0.321,0.453,0.471,0.863,2.2,2.5,1.1,0.2,1.1,8.6,10~11
Tyreke Evans\evansty01,SG,21,SAC,57,0.291,0.432,0.432,0.771,4.8,5.6,1.5,0.5,3.2,17.8,10~11
Monta Ellis\ellismo01,SG,25,GSW,80,0.361,0.478,0.493,0.789,3.5,5.6,2.1,0.3,3.2,24.1,10~11
Wayne Ellington\ellinwa01,SG,23,MIN,62,0.397,0.406,0.463,0.792,1.7,1.2,0.5,0,0.9,6.6,10~11
Devin Ebanks\ebankde01,SG,21,LAL,20,0.4,0.413,0.431,0.783,1.4,0.1,0.2,0.3,0.3,3.1,10~11
Mike Dunleavy\dunlemi02,SG,30,IND,61,0.402,0.519,0.56,0.8,4.5,1.7,0.7,0.5,1.1,11.2,10~11
Toney Douglas\douglto01,SG,24,NYK,81,0.373,0.46,0.511,0.794,3,3,1.1,0,1.1,10.6,10~11
DeMar DeRozan\derozde01,SG,21,TOR,82,0.096,0.485,0.469,0.813,3.8,1.8,1,0.4,1.8,17.2,10~11
Jordan Crawford\crawfjo02,SG,22,TOT,42,0.258,0.427,0.417,0.869,2.5,2.8,0.9,0.1,2,11.7,10~11
Jamal Crawford\crawfja01,SG,30,ATL,76,0.341,0.474,0.489,0.854,1.7,3.2,0.8,0.2,1.9,14.2,10~11
Daequan Cook\cookda02,SG,23,OKC,43,0.422,0.519,0.616,0.8,1.7,0.5,0.3,0,0.4,5.6,10~11
Josh Childress\childjo01,SG,27,PHO,54,0.063,0.606,0.568,0.492,2.9,0.8,0.6,0.4,0.8,5,10~11
Vince Carter\cartevi01,SG,34,TOT,73,0.361,0.479,0.502,0.74,3.8,2,0.9,0.3,1.2,14,10~11
Matt Carroll\carroma01,SG,30,CHA,54,0.37,0.471,0.49,0.769,1.3,0.4,0.3,0.1,0.4,4.4,10~11
Rasual Butler\butlera01,SG,31,TOT,47,0.338,0.327,0.43,0.667,1.6,0.6,0.2,0.3,0.5,4.7,10~11
Kobe Bryant\bryanko01,SG,32,LAL,82,0.323,0.487,0.487,0.828,5.1,4.7,1.2,0.1,3,25.3,10~11
Shannon Brown\brownsh01,SG,25,LAL,82,0.349,0.462,0.482,0.911,1.9,1.2,0.8,0.2,0.9,8.7,10~11
Ronnie Brewer\brewero02,SG,25,CHI,81,0.222,0.498,0.487,0.654,3.2,1.7,1.3,0.3,0.7,6.2,10~11
Keith Bogans\boganke01,SG,30,CHI,82,0.38,0.486,0.55,0.656,1.8,1.2,0.5,0.1,0.5,4.4,10~11
Raja Bell\bellra01,SG,34,UTA,68,0.352,0.449,0.482,0.892,2.6,1.7,0.8,0.2,0.9,8,10~11
Charlie Bell\bellch01,SG,31,GSW,19,0.286,0.273,0.349,0.5,0.9,0.7,0.3,0.1,0.3,1.7,10~11
Marco Belinelli\belinma01,SG,24,NOH,80,0.414,0.458,0.534,0.784,1.9,1.2,0.5,0.1,1,10.5,10~11
Leandro Barbosa\barbole01,SG,28,TOR,58,0.338,0.505,0.505,0.796,1.7,2.1,0.9,0.1,1.4,13.3,10~11
Tony Allen\allento01,SG,29,MEM,72,0.174,0.527,0.514,0.753,2.7,1.4,1.8,0.6,1.2,8.9,10~11
Ray Allen*\allenra02,SG,35,BOS,80,0.444,0.52,0.577,0.881,3.4,2.7,1,0.2,1.5,16.5,10~11
Maurice Ager\agerma01,SG,26,MIN,4,0.75,0.429,0.682,,0.5,0.3,0.3,0,1,3.8,10~11
Arron Afflalo\afflaar01,SG,25,DEN,69,0.423,0.546,0.581,0.847,3.6,2.4,0.5,0.4,1,12.6,10~11
Nick Young\youngni01,SG,26,TOT,62,0.365,0.424,0.469,0.852,2.1,0.9,0.7,0.3,1.3,14.2,11~12
Terrence Williams\willite01,SG,24,TOT,30,0.348,0.454,0.47,0.587,3.4,2.2,0.7,0.2,1.4,7.1,11~12
Mo Williams\willima01,SG,29,LAC,52,0.389,0.449,0.502,0.9,1.9,3.1,1,0.1,1.7,13.2,11~12
Elliot Williams\williel01,SG,22,POR,24,0.296,0.617,0.554,0.333,0.8,0.3,0.3,0.1,0.2,3.7,11~12
Henry Walker\walkebi01,SG,24,NYK,32,0.319,0.552,0.503,0.85,2.5,1.2,0.6,0.2,1.1,5.9,11~12
Von Wafer\wafervo01,SG,26,ORL,33,0.359,0.483,0.497,0.704,1.4,0.9,0.3,0.1,1.1,5.9,11~12
Dwyane Wade\wadedw01,SG,30,MIA,49,0.268,0.513,0.506,0.791,4.8,4.6,1.7,1.3,2.6,22.1,11~12
Greivis Vasquez\vasqugr01,SG,25,NOH,66,0.319,0.469,0.471,0.821,2.6,5.4,0.9,0.1,2.2,8.9,11~12
Beno Udrih\udrihbe01,SG,29,MIL,59,0.288,0.473,0.465,0.709,1.7,3.8,0.6,0,1.3,5.9,11~12
Marcus Thornton\thornma01,SG,24,SAC,51,0.345,0.497,0.505,0.865,3.7,1.9,1.4,0.2,1.6,18.7,11~12
Mychel Thompson\thompmy02,SG,23,CLE,5,0.364,0.231,0.375,,1,1.4,0.4,0.2,1,3.6,11~12
Klay Thompson\thompkl01,SG,21,GSW,66,0.414,0.46,0.52,0.868,2.4,2,0.7,0.3,1.6,12.5,11~12
Jason Terry\terryja01,SG,34,DAL,63,0.378,0.471,0.513,0.883,2.4,3.6,1.2,0.2,2,15.1,11~12
Rodney Stuckey\stuckro01,SG,25,DET,55,0.317,0.452,0.456,0.834,2.6,3.8,0.8,0.2,1.9,14.8,11~12
Julyan Stone\stoneju01,SG,23,DEN,22,0.182,0.55,0.452,0.727,1.1,1.7,0.4,0.3,0.5,1.6,11~12
Lance Stephenson\stephla01,SG,21,IND,42,0.133,0.453,0.392,0.471,1.3,1.1,0.5,0.1,0.9,2.5,11~12
J.R. Smith\smithjr01,SG,26,NYK,35,0.347,0.462,0.49,0.709,3.9,2.4,1.5,0.2,1.3,12.5,11~12
Xavier Silas\silasxa01,SG,24,PHI,2,0.167,0.333,0.3,0.667,2,1.5,0,0,1.5,5.5,11~12
Thabo Sefolosha\sefolth01,SG,27,OKC,42,0.437,0.429,0.532,0.884,3,1.1,0.9,0.4,1,4.8,11~12
Luke Ridnour\ridnolu01,SG,30,MIN,53,0.322,0.485,0.485,0.891,2.7,4.8,1.1,0.3,1.8,12.1,11~12
Jason Richardson\richaja01,SG,31,ORL,54,0.368,0.442,0.493,0.594,3.6,2,1,0.4,1.1,11.6,11~12
J.J. Redick\redicjj01,SG,27,ORL,65,0.418,0.43,0.521,0.911,2.3,2.5,0.4,0.1,1,11.6,11~12
Michael Redd\reddmi01,SG,32,PHO,51,0.318,0.447,0.458,0.793,1.5,0.6,0.3,0,0.7,8.2,11~12
Mickael Pietrus\pietrmi01,SG,29,BOS,42,0.335,0.489,0.498,0.645,3.1,0.6,0.5,0.2,0.8,6.9,11~12
Gary Neal\nealga01,SG,27,SAS,56,0.419,0.448,0.522,0.781,2.1,2.1,0.5,0,1.1,9.9,11~12
Anthony Morrow\morroan01,SG,26,NJN,62,0.371,0.446,0.494,0.933,2,1,0.7,0.1,1.1,12,11~12
Mike Miller\millemi01,SG,31,MIA,39,0.453,0.413,0.562,0.4,3.3,1.1,0.4,0.2,0.8,6.1,11~12
Andre Miller\millean02,SG,35,DEN,66,0.217,0.478,0.455,0.811,3.3,6.7,1,0.1,2.7,9.7,11~12
C.J. Miles\milescj01,SG,24,UTA,56,0.307,0.416,0.43,0.794,2.1,1.2,0.8,0.3,0.9,9.1,11~12
Jodie Meeks\meeksjo01,SG,24,PHI,66,0.365,0.468,0.513,0.906,2.4,0.8,0.6,0,0.4,8.4,11~12
O.J. Mayo\mayooj01,SG,24,MEM,66,0.364,0.434,0.476,0.773,3.2,2.6,1.1,0.3,1.9,12.6,11~12
Wesley Matthews\matthwe02,SG,25,POR,66,0.383,0.434,0.496,0.86,3.4,1.7,1.5,0.2,1.1,13.7,11~12
Roger Mason\masonro01,SG,31,WAS,52,0.383,0.423,0.514,0.778,1.3,0.9,0.3,0.1,0.6,5.5,11~12
Kevin Martin\martike02,SG,28,HOU,40,0.347,0.462,0.486,0.894,2.7,2.8,0.7,0.1,1.8,17.1,11~12
Shaun Livingston\livinsh01,SG,26,MIL,58,0.667,0.466,0.472,0.785,2.1,2.1,0.5,0.3,1.1,5.5,11~12
Travis Leslie\leslitr01,SG,21,LAC,10,,0.357,0.357,0.444,0.9,0.5,0.2,0.2,0.2,1.4,11~12
Malcolm Lee\leema01,SG,21,MIN,19,0.2,0.429,0.407,0.824,1.4,1.6,0.4,0.2,0.9,3.3,11~12
Courtney Lee\leeco01,SG,26,HOU,58,0.401,0.452,0.508,0.826,2.7,1.5,1.2,0.4,1.1,11.4,11~12
Kyle Korver\korveky01,SG,30,CHI,65,0.435,0.426,0.575,0.833,2.4,1.7,0.6,0.2,0.8,8.1,11~12
Jason Kapono\kaponja01,SG,30,LAL,27,0.296,0.464,0.455,1,0.5,0.4,0.1,0,0.2,2,11~12
James Jones\jonesja02,SG,31,MIA,51,0.404,0.306,0.533,0.833,1,0.4,0.3,0.2,0.2,3.6,11~12
Dominique Jones\jonesdo02,SG,23,DAL,33,0.125,0.431,0.404,0.784,1.3,1.3,0.3,0.2,0.8,2.7,11~12
Trey Johnson\johnstr01,SG,27,NOH,11,,0.571,0.571,1,1.1,0.4,0.1,0,0.5,1.9,11~12
Joe Johnson\johnsjo02,SG,30,ATL,60,0.388,0.489,0.521,0.849,3.7,3.9,0.8,0.2,1.9,18.8,11~12
Royal Ivey\iveyro01,SG,30,OKC,34,0.34,0.4,0.479,0.125,0.7,0.3,0.4,0,0.3,2.1,11~12
Darington Hobson\hobsoda01,SG,24,MIL,5,0,0.286,0.154,,0.6,1.2,0,0,0.4,0.8,11~12
Kirk Hinrich\hinriki01,SG,31,ATL,48,0.346,0.472,0.493,0.781,2.1,2.8,0.8,0.2,1.2,6.6,11~12
Xavier Henry\henryxa01,SG,20,NOH,45,0.412,0.393,0.41,0.612,2.4,0.8,0.6,0.2,0.8,5.3,11~12
Gerald Henderson\hendege02,SG,24,CHA,55,0.234,0.475,0.467,0.76,4.1,2.3,0.9,0.4,1.8,15.1,11~12
Terrel Harris\harrite01,SG,24,MIA,22,0.205,0.477,0.398,0.667,2.3,1.2,0.4,0.1,1.1,3.6,11~12
Manny Harris\harrima01,SG,22,CLE,26,0.333,0.421,0.44,0.695,2.7,1.2,0.5,0.2,1,6.7,11~12
James Harden\hardeja01,SG,22,OKC,62,0.39,0.579,0.582,0.846,4.1,3.7,1,0.2,2.2,16.8,11~12
Richard Hamilton\hamilri01,SG,33,CHI,28,0.37,0.466,0.479,0.784,2.4,3,0.4,0,1.8,11.6,11~12
Willie Green\greenwi01,SG,30,ATL,53,0.442,0.486,0.548,0.857,1.5,0.8,0.4,0.1,0.6,7.6,11~12
Danny Green\greenda02,SG,24,SAS,66,0.436,0.449,0.549,0.79,3.5,1.3,0.9,0.7,1,9.1,11~12
Andrew Goudelock\goudean01,SG,23,LAL,40,0.373,0.404,0.471,0.917,0.8,0.5,0.1,0,0.5,4.4,11~12
Ben Gordon\gordobe01,SG,28,DET,52,0.429,0.446,0.501,0.86,2.3,2.4,0.7,0.2,2.2,12.5,11~12
Manu Ginobili\ginobma01,SG,34,SAS,34,0.413,0.616,0.618,0.871,3.4,4.4,0.7,0.4,1.9,12.9,11~12
Daniel Gibson\gibsoda01,SG,25,CLE,35,0.396,0.294,0.462,0.791,2.9,2.2,0.7,0.5,1.3,7.5,11~12
Paul George\georgpa01,SG,21,IND,66,0.385,0.472,0.51,0.802,5.6,2.4,1.6,0.6,1.8,12.1,11~12
Alonzo Gee\geeal01,SG,24,CLE,63,0.321,0.442,0.452,0.788,5.1,1.8,1.3,0.3,1.8,10.6,11~12
Sundiata Gaines\gainesu01,SG,25,NJN,57,0.341,0.392,0.428,0.615,1.9,2.2,1,0,0.9,5.1,11~12
Randy Foye\foyera01,SG,28,LAC,65,0.386,0.41,0.496,0.859,2.1,2.2,0.7,0.4,1.1,11,11~12
Gary Forbes\forbega01,SG,26,TOR,48,0.349,0.441,0.467,0.725,2.1,1.1,0.5,0.1,1.1,6.6,11~12
Landry Fields\fieldla01,SG,23,NYK,66,0.256,0.523,0.49,0.562,4.2,2.6,1.2,0.3,1.5,8.8,11~12
Rudy Fernandez\fernaru01,SG,26,DEN,31,0.328,0.573,0.529,0.698,2.1,2.4,1,0.1,1.3,8.6,11~12
Tyreke Evans\evansty01,SG,22,SAC,63,0.202,0.484,0.464,0.779,4.6,4.5,1.3,0.5,2.7,16.5,11~12
Monta Ellis\ellismo01,SG,26,TOT,58,0.308,0.462,0.463,0.796,3.4,6,1.5,0.3,3.1,20.4,11~12
Wayne Ellington\ellinwa01,SG,24,MIN,51,0.324,0.448,0.462,0.8,1.9,0.6,0.5,0.2,0.5,6.1,11~12
Devin Ebanks\ebankde01,SG,22,LAL,24,0,0.463,0.416,0.657,2.3,0.5,0.5,0.3,0.8,4,11~12
Jared Dudley\dudleja01,SG,26,PHO,65,0.383,0.535,0.547,0.726,4.6,1.7,0.8,0.3,1.1,12.7,11~12
Keyon Dooling\doolike01,SG,31,BOS,46,0.333,0.476,0.488,0.742,0.8,1.1,0.3,0,0.7,4,11~12
